P,L,EI,delta
1.518717127363989221e+03,8.391030692210089015e+00,2.123690024462030735e+06,1.971046932545379715e-02
8.329870165608759862e+02,6.787527113524086886e+00,4.112743224534017034e+06,0.000000000000000000e+00
9.709860437936154995e+03,2.762686974903736381e+00,2.909636074954849901e+05,5.208788063013156111e-03
4.597090565548718587e+03,1.174193727406321663e+00,3.723820693309080787e+06,0.000000000000000000e+00
1.827515944103371339e+03,3.049054899139259867e+00,1.688446651674931170e+06,0.000000000000000000e+00
8.520354844642117314e+03,1.430071476901551897e+00,5.785942287867388688e+06,0.000000000000000000e+00
8.372868770472789038e+03,3.973460388284966616e+00,9.275353473600633442e+06,0.000000000000000000e+00
6.588063785114632083e+03,5.435731294354168242e+00,6.783533132352259010e+06,8.654255984288348330e-03
5.996056024530975264e+03,7.107593682054852202e+00,3.609018098681102972e+06,8.730852334142322202e-03
9.560278973458351174e+03,9.407275661891560503e+00,3.899502536785945296e+06,3.643365999169625308e-02
6.886950665741325793e+03,9.423385668406268678e+00,8.772178584814414382e+06,1.846324822495355386e-02
2.168301195613877553e+03,6.697985491121480450e+00,2.005251510299659800e+06,1.893740813377733229e-02
6.290247427738795523e+02,6.080607897257949368e+00,9.503538161685343832e+06,1.039627023896334346e-03
5.636367841718100863e+03,7.291523067121261192e+00,4.455249344180577435e+06,1.483909900303443177e-02
7.454522001952840583e+03,8.761043580724875213e+00,6.606691391533629969e+06,3.367870719010215841e-02
8.895096264096449886e+03,7.482718206220096313e+00,4.859168492659648880e+06,2.141915651487000249e-02
6.119000055834630075e+03,1.708656539092274773e+00,4.285106332126541995e+06,7.551767655566555063e-03
3.356945157781023681e+03,1.193127353044393546e+00,4.320664209911088459e+06,5.311825006585422365e-03
9.642005056932721345e+03,6.512899734633288418e+00,3.417817599836125039e+06,7.730898044717455370e-03
8.954340503466030441e+02,6.806373906161185872e+00,9.891565079510435462e+06,0.000000000000000000e+00
9.226973260134420343e+03,2.055967869843054352e+00,4.459681106871844269e+06,2.169067763068837122e-04
3.826937992971665153e+03,6.769418778130040337e+00,7.912620044856970198e+06,0.000000000000000000e+00
8.329980689419891860e+03,9.980949010146849432e+00,4.005611728343380615e+06,4.757716910956794054e-02
9.870448637540604977e+03,5.588013043683545789e+00,1.913504001126578543e+06,1.512881973525105443e-02
1.347888367373818255e+03,3.412027909772032519e+00,3.024610154276782414e+05,1.250967273093995559e-02
8.953949309279525551e+03,5.523081599472996928e+00,4.386679856652649119e+06,1.070825256389326685e-02
2.201052645976508302e+03,1.669019589408135884e+00,6.100326801666225307e+06,0.000000000000000000e+00
3.204323494343459970e+03,3.972822741487910037e+00,7.495170555999513716e+06,0.000000000000000000e+00
6.271258104166468911e+03,3.289722296619010500e+00,2.605318770517046098e+06,3.354865844798263740e-03
6.444628072958166740e+03,7.040803675888916757e+00,4.938372037857937627e+06,3.324061725671395053e-03
7.101675496444635428e+03,5.784044106658195794e+00,4.039316770347596146e+06,1.159613229993041936e-02
7.103561345191763394e+03,3.665692677861811966e+00,3.630192887510026805e+06,6.468769984985522914e-03
2.765768299985015346e+03,8.114691612170311430e+00,4.085086202934481204e+06,6.642606082733811673e-03
7.903859557259693247e+03,4.281850308076503353e+00,2.692477900558591355e+06,7.875097641411215113e-03
3.771797043404270426e+03,5.156147937638973389e+00,2.847027120146000758e+06,0.000000000000000000e+00
4.044645317243848240e+03,6.474663119387697563e+00,1.275991278973958222e+06,1.427464745157789108e-02
1.950243709954260964e+02,3.447714403469732236e+00,5.318667937020539306e+06,1.102688330778354812e-02
9.788838957583273441e+03,4.842430352750469069e+00,6.278715251339058392e+06,0.000000000000000000e+00
4.950479485617140199e+03,8.378295547391552134e+00,2.692845600013836287e+06,2.007221772523028192e-02
4.967042036001455017e+03,7.195450900496331847e+00,7.229285637374571525e+06,0.000000000000000000e+00
1.794389361012247036e+03,1.462823429613344661e+00,1.693828800195899792e+06,0.000000000000000000e+00
8.808313174399927448e+03,9.870886162750682757e+00,2.765700394123473205e+06,6.015815302512819707e-02
3.093888523667592835e+03,6.508275413025142342e+00,4.894029855220939033e+06,0.000000000000000000e+00
1.246743276826066676e+03,6.501352431032496604e+00,5.401079266556137009e+05,3.631987850248137237e-03
1.141330558135939327e+03,2.580838385878287511e+00,2.703131651521175634e+06,0.000000000000000000e+00
7.946977382180554741e+03,2.296789158803472120e+00,2.927403363105989061e+06,0.000000000000000000e+00
1.884019235246885728e+03,2.421690441728895582e+00,3.853624057863085065e+06,0.000000000000000000e+00
5.036387987502915166e+03,6.841848747666944064e+00,3.578023809875989100e+05,9.386511920693040023e-02
6.179969471497962331e+03,6.913525891591013384e+00,4.165686628095696680e+06,9.766319633807569664e-03
8.995692441825684000e+03,7.556561527109055376e+00,9.613002355693943799e+06,5.273395457679505571e-03
9.295515107989214812e+03,1.784690566128964484e+00,3.891661545048798900e+06,5.854474346702894828e-03
8.715877868299577358e+02,2.571569938562083379e+00,3.853424842984334566e+06,2.867385654932618193e-03
9.976467777425645181e+03,4.125307609337105497e+00,3.479042763544699177e+06,0.000000000000000000e+00
3.833103528275722965e+03,9.221125908836043550e+00,1.521958490849827649e+06,5.034473231379290453e-02
8.323563367401369760e+03,7.684432788331513997e+00,5.653486037364820018e+06,2.233682460076767684e-02
1.111457905901807948e+02,6.216565336346203452e+00,6.273496829242699780e+06,0.000000000000000000e+00
7.309129741329879835e+02,3.402262497607551062e+00,4.556553842505341396e+06,0.000000000000000000e+00
2.687898277786529434e+03,5.605037717999027613e+00,8.214309980578240938e+06,7.263777941851676419e-03
6.854091104856090169e+03,7.053887199858283275e+00,9.273370605947092175e+06,7.017522914901142689e-03
4.089539535135355891e+03,2.583279532484758167e+00,7.656562443233099766e+06,0.000000000000000000e+00
7.944710831440721449e+03,1.342032581705295158e+00,7.203119798119359650e+06,0.000000000000000000e+00
2.500434424357143598e+03,6.154925976639578522e+00,2.939731527854329441e+06,0.000000000000000000e+00
2.321457287175724559e+03,8.399415561109908168e+00,9.252445297510737553e+06,0.000000000000000000e+00
8.103473655470448648e+03,1.641146260707706972e+00,3.363462512069462100e+05,1.951437789241340127e-03
2.271857185045229926e+03,6.908761271184745922e+00,9.462199694364268333e+06,3.317053546628529696e-04
8.787447499359825088e+03,9.647463188338132767e+00,5.231690182248440571e+06,2.598224193699647314e-02
5.999153854351843620e+03,7.179862988179271710e+00,8.310130159524431452e+06,1.436146262544051727e-03
2.384898540617027265e+03,2.768849404071724862e+00,8.497830198706747964e+06,4.237307434393255794e-03
8.256137506046547060e+03,4.041410565743692729e+00,7.076980262389911339e+06,8.036091695395798651e-03
8.463415301043634827e+03,3.071695309650878780e+00,6.807126194746278226e+06,0.000000000000000000e+00
4.252559713738193750e+03,8.564664295349210477e+00,3.898351527738800738e+06,1.355182860985674337e-02
6.104490970805172765e+03,7.744383713796780810e+00,9.158360790814036503e+06,7.166723530167606708e-03
6.446600494411827640e+03,9.221801022918429069e+00,4.927436607195883058e+06,1.764974342592297990e-02
2.993321283613527157e+03,8.966413491397924318e+00,6.848090265192952007e+06,1.037747889995279532e-02
7.483138399948890765e+03,5.992884745820126646e+00,4.418303533146394417e+06,0.000000000000000000e+00
5.668709278149957754e+03,9.372399334076318311e+00,6.683949735434141010e+06,1.486868371442080609e-02
4.074360446453116310e+03,9.344746224212842733e+00,3.508159843361320905e+06,2.475830725781665020e-02
6.130545038796096833e+02,3.077964485592364685e+00,6.991754958083865233e+06,6.189505790316353687e-03
2.068630233731587396e+02,8.494108603850136774e+00,4.181867743983210996e+06,1.382852182918207704e-02
9.407783955124959903e+02,8.466959164591010278e+00,1.101260006857035914e+06,2.018345703374401640e-03
8.876562554220663515e+03,7.479502550797152871e+00,9.282931948949145153e+06,3.127898030923951384e-03
1.024468026693854199e+03,5.747901082338056966e+00,8.291882403500533663e+06,0.000000000000000000e+00
4.824092508267279300e+03,1.623343452216450711e+00,3.586935836488402914e+06,0.000000000000000000e+00
9.305295568185998491e+03,5.984044528728077239e+00,7.122463795912305824e+06,8.113115060856620694e-03
4.699990783882179130e+03,1.139853768791074140e+00,6.815057137105193688e+05,1.506617438142573984e-02
1.707829953949222954e+03,9.539899370786503852e+00,2.159855178388394415e+05,1.368950355764079752e-01
9.820142755957524059e+03,4.427900837558805591e+00,2.006766387209646637e+06,1.377326824636659203e-03
1.079788128620419002e+03,6.610927670557135372e+00,1.814844570330428425e+06,9.253424766403372734e-03
4.131012698668510893e+03,7.608612688805918012e+00,9.770060206867353991e+06,0.000000000000000000e+00
8.965639078188964049e+03,8.791799678632738591e+00,5.432968603241692297e+06,3.036975990267352585e-02
4.092509614098077236e+03,1.424318346048321526e+00,9.499776109132722020e+06,0.000000000000000000e+00
3.918175260892756796e+03,6.629169884114607392e+00,4.444520387445460074e+06,1.949034753839674373e-03
5.467766584122498898e+03,8.979025523451298341e+00,4.417104535242142156e+06,9.923014367291756871e-03
5.313933283909961574e+03,1.976877547554544146e+00,6.147188297986822203e+06,7.253303767734011788e-03
9.369619572414649156e+03,2.782142208595162369e+00,2.601873122426733375e+06,5.881579924445150265e-03
4.062979178583500016e+03,6.107534629749435062e+00,2.936698733049553121e+05,7.408380094597454002e-02
5.573267075418026252e+03,8.436132644744269271e+00,2.266195030080129072e+04,3.079235746108540006e+00
6.378083997856319911e+02,2.682405798551305676e+00,9.820255518505023792e+06,3.381963841861610788e-03
3.948023257099273451e+03,3.292743862953382283e+00,7.324939665225056000e+06,0.000000000000000000e+00
1.538372133805026351e+03,1.284949817812057526e+00,9.312683725767515600e+06,0.000000000000000000e+00
4.213332403148860067e+03,8.551398643191021165e+00,4.812862910378573462e+06,1.126470998300877109e-02
1.702952761006531773e+03,4.276999255425013580e+00,4.263441623645350337e+06,2.040955950969445230e-03
3.697415982162445744e+03,4.679821159485047843e+00,5.740760758236397058e+06,0.000000000000000000e+00
5.464380725378956413e+03,8.860526791846197625e+00,1.475773645909754792e+06,4.764875039710012028e-02
5.124704393103474104e+03,3.738682798521664630e+00,1.566237364111312432e+06,1.490448759455552212e-02
4.461456009145529720e+02,7.915422809856369035e+00,2.660994091715188697e+06,1.088426118195224591e-02
6.144457914152835656e+03,9.957178039934843738e+00,7.801283233116976917e+06,2.936557788236222183e-02
5.051050533250480839e+03,2.353797574905937662e+00,2.030082602123225573e+06,3.132198275038122585e-03
5.252020114017489504e+03,3.842659973072037882e+00,1.660863161434508394e+06,0.000000000000000000e+00
8.784383948550288551e+03,4.435102713557027343e+00,6.562572634611912072e+05,2.944430375462355962e-02
4.133213854067271313e+03,1.096386845319164305e+00,4.041017095018155873e+06,6.837955635345257903e-03
1.062770654357043156e+02,4.280552020651055223e+00,2.042262829621781362e+06,0.000000000000000000e+00
2.475943324239724006e+03,2.767333581942529985e+00,8.289778555160583928e+06,1.377050767822793733e-03
4.442104508609163531e+03,7.207282046637802253e+00,2.079883713600702584e+06,1.838651375183926115e-02
1.175343803094368468e+03,5.501540733264254968e+00,6.711128372395508923e+05,1.221702319284988236e-02
6.096945001897289330e+03,9.968588380782897218e+00,6.816193213507730514e+06,2.656906326196366991e-02
2.555009286280590914e+03,8.873976390099500122e+00,3.191877522540866863e+06,1.761854323016209811e-02
2.410419833046797976e+03,4.805858986280268752e+00,3.477040948420774657e+06,0.000000000000000000e+00
2.420163247829383636e+03,8.840049418439107853e+00,7.342027251116700470e+06,0.000000000000000000e+00
8.015681432435079842e+03,6.565853215563064893e+00,6.112041991089713760e+06,1.931295410537827578e-02
3.224598881771929882e+03,4.413388399844548005e+00,7.179653815973025747e+06,0.000000000000000000e+00
3.107882409033651584e+03,5.402192115265935790e+00,7.644769981431449763e+06,7.648357902898738139e-03
7.944193542587212278e+02,3.230154464723268948e+00,3.682315442409519572e+06,0.000000000000000000e+00
7.510967097938142615e+03,7.186321945120702104e+00,7.510978758309854195e+06,0.000000000000000000e+00
6.145431648292263162e+03,9.534673711462055223e+00,1.715256193540834356e+06,7.413675656606702469e-02
9.700516073372618848e+03,9.497443090726768844e+00,6.383607700548429973e+06,2.792839820966323827e-02
1.217971351729108164e+03,7.291196529429045725e+00,1.466022587504962692e+06,1.495159193763054804e-02
5.389142120626104770e+03,3.226141858388315686e+00,7.681451138347513042e+06,4.511533098868418523e-03
4.158728171329287761e+03,8.745989455314921557e+00,7.185498168528423645e+06,3.272305452035178912e-03
7.055386937935308197e+03,8.634048328952381723e+00,7.960607627962768311e+05,1.162228744534043318e-01
6.932163813811653199e+03,4.178554028955516308e+00,6.009501073664657772e+06,0.000000000000000000e+00
1.966706033542114483e+03,7.718208496924789053e+00,9.994398461986910552e+06,0.000000000000000000e+00
7.310745972176830037e+03,8.639102549497888361e+00,3.040802605247806292e+06,3.440521131042225539e-02
7.200227545442404335e+03,3.963239805913433500e+00,4.381538361017635092e+06,1.275947588012772520e-03
9.157264386132894288e+03,8.964652156498541302e+00,1.872870196495850338e+06,7.791987265338207180e-02
2.089457288430387052e+03,2.804134743744477909e+00,9.798418985436011106e+06,8.707972169616167921e-03
8.842348351614722560e+03,4.868527860569315635e+00,1.995371453557711327e+06,1.789591109812963335e-02
1.870363683510475141e+02,2.216689502619976881e+00,5.416280850707076490e+06,0.000000000000000000e+00
8.649196908599562448e+03,8.815667227342089518e+00,3.297610111511665862e+06,5.594811819506394224e-02
3.706268906249353222e+03,5.720453326250122039e+00,9.836349687736604363e+06,8.304549215195824313e-04
4.884878568743688447e+03,6.734602313307959776e+00,8.509751961959615350e+06,0.000000000000000000e+00
8.729547189322905979e+03,6.978941999896335346e+00,9.563780801619920880e+06,1.406984514212282836e-02
6.367689273057433638e+03,9.906008304031818312e+00,6.438928929239481688e+06,2.964496111700509057e-02
6.393435269094047726e+03,6.076774147070914012e+00,1.763546078002296854e+06,1.185269763770622001e-02
5.996261676041612191e+03,2.792083382199415098e+00,2.062275173444535350e+06,5.470185622479062024e-03
4.480363276607063199e+03,3.577209672758338677e+00,7.607645011382860132e+06,1.247887071834903085e-02
8.109805687036743620e+03,3.469651050926284341e+00,3.405974064667976461e+06,0.000000000000000000e+00
3.283025571405498340e+03,7.732530550706777639e+00,2.160775611779413011e+05,1.509151468700900278e-01
8.744208695506915319e+03,7.931534322426267103e+00,5.974540655863735825e+06,1.106158028016303134e-02
9.982612387317449247e+03,7.428980624665374677e+00,6.072663110524492338e+06,2.451903287230867978e-02
1.618376216404875265e+02,5.821089891520369264e+00,9.617321892924355343e+06,3.894710185736740670e-03
4.404039901917729367e+03,2.463926619713645572e+00,9.179539825829448178e+06,0.000000000000000000e+00
8.088061997762167266e+03,8.228254076372575554e+00,1.271697322345474735e+06,6.779049280490923035e-02
4.089738924228979158e+03,4.299397532857211601e+00,8.990600811304494739e+06,4.846198971599267424e-04
6.514373277470954235e+03,2.465983065239174099e+00,9.684032310700513422e+06,3.343498117101312891e-03
9.624430979440472584e+03,6.909564198937897750e+00,1.483169590498004341e+06,4.441440333458979151e-02
1.767226052116933033e+03,1.577625953018677141e+00,3.376282852226431947e+06,2.059990373482461796e-03
7.899962248771858867e+03,2.120214389025146140e+00,6.135774964443367906e+06,7.170858603031116801e-03
8.524685503074799271e+03,7.770652531164080834e+00,8.644666676826277748e+06,1.656603319136825542e-02
